timestamp_utc,status,http_code,latency_ms,retry_after,note
2026-09-23T21:18:28Z,OK,200,527.3,,
2026-09-24T00:16:21Z,OK,200,694.2,,
2026-09-24T07:19:07Z,OK,200,705.0,,
2026-09-24T13:18:50Z,OK,200,498.6,,
2026-09-24T18:16:17Z,OK,200,698.3,,
2026-09-24T23:03:44Z,OK,200,466.3,,
2026-09-25T03:50:09Z,OK,200,464.1,,
2026-09-25T09:26:29Z,OK,200,665.9,,
2026-09-25T15:01:58Z,OK,200,462.6,,
